timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-04T04:44:57,AQI_Prediction_Project,c1ad1ede-b0bd-4a22-a76f-af09d0872390,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,23.26288083399777,0.00010852090796751176,4.664981467338851e-06,42.5,0.0,3.0,0.0002746046154514034,0.0,1.9382925312499235e-05,0.0002939875407639026,0.0,United States,USA,virginia,,,macOS-26.0.1-arm64-arm-64bit,3.9.6,3.2.0,10,Apple M4,,,-77.1,38.8574,16.0,machine,N,1.0,0.0
